"sellipse_contains_path_com","Returns true if right sellipse contains left spath and false if not. sellipse_contains_path_com(SPath, SEllipse)"
"sellipse_contains_path_com_neg","Returns true if right sellipse does not contain left spath and false if it does. sellipse_contains_path_com_neg(SPath, SEllipse)"
"sellipse_overlap_path","Returns true if sellipse overlaps spath and false if not. sellipse_overlap_path(SEllipse, SPath), sellipse_overlap_path(SPath, SEllipse)"
"sellipse_overlap_path_neg","Returns true if sellipse does not overlap spath and false if it does. sellipse_overlap_path_neg(SEllipse, SPath), sellipse_overlap_path_neg(SPath, SEllipse)"
"sellipse_overlap_path_com","Returns true if right sellipse overlaps left spath and false if not. sellipse_overlap_path_com(SPath, SEllipse)"
"sellipse_overlap_path_com_neg","Returns true if right sellipse does not overlap left spath and false if it does. sellipse_overlap_path_com_neg(SPath, SEllipse)"
"spoly_contains_path","Returns true if spoly contains spath and false if not. spoly_contains_path(SPoly, SPath), spoly_contains_path(SPath, SPoly)"
"spoly_contains_path_neg","Returns true if spoly does not contain spath and false if it does. spoly_contains_path_neg(SPoly, SPath), spoly_contains_path_neg(SPath, SPoly)"
"spoly_contains_path_com","Returns true if right spoly contains left spath and false if not. spoly_contains_path_com(SPath, SPoly)"
"spoly_contains_path_com_neg","Returns true if right spoly does not contain left spath and false if it does. spoly_contains_path_com_neg(SPath, SPoly)"
"spoly_overlap_path","Returns true if spoly overlaps spath and false if not. spoly_overlap_path(SPoly, SPath), spoly_overlap_path(SPath, SPoly)"
"spoly_overlap_path_neg","Returns true if spoly does not overlap spath and false if it does. spoly_overlap_path_neg(SPoly, SPath), spoly_overlap_path_neg(SPath, SPoly)"
"spoly_overlap_path_com","Returns true if right spoly overlaps left spath and false if not. spoly_overlap_path_com(SPath, SPoly)"
"spoly_overlap_path_com_neg","Returns true if right spoly does not overlap left spath and false if it does. spoly_overlap_path_com_neg(SPath, SPoly)"
"strans_path","Transforms a given spath object according to an Euler transformation object. strans_path(SPath, SEuler)"
"strans_path_inverse","Iverse transforms a given spath object according to an Euler transformation object. strans_path_inverse(SPath, SEuler)"
"spath_add_point_aggr","Aggregation function for adding spoints to an existing spath. spath_add_point_aggr(SPath, SPoint)"
"spath_aggr","Aggregation function for creating a new spath from spoints. spath_aggr(SPoint)"
"sbox","Defines a box on a sphere. A spehrical box is a coordinates range. Hence, you can select objects within a longitude range and latitude range. sbox(SPoint, SPoint), sbox(box_string)"
"sbox_sw","Returns the southwest point of a sbox object. sbox_sw(SBox)"
"sbox_se","Returns the southeast point of a sbox object. sbox_se(SBox)"
"sbox_nw","Returns the northwest point of a sbox object. sbox_nw(SBox)"
"sbox_ne","Returns the northeast point of a sbox object. sbox_ne(SBox)"
"sbox_equal","Returns true if two strans objects are equal and false if not. sbox_equal(SBox, SBox)"
"sbox_equal_neg","Returns true if tow strans objects are not equal and true if they are. sbox_equal_neg(SBox, SBox)"
"sbox_contains_box","Returns true if sbox contains sbox and false if not. sbox_contains_box(SBox, SBox)"
"sbox_contains_box_neg","Returns true if sbox does not contain sbox and false if it does. sbox_contains_box_neg(SBox, SBox)"
"sbox_contains_box_com","Returns true if right sbox contains left sbox and false if not. sbox_contains_box(SBox, SBox)"
"sbox_contains_box_com_neg","Returns true if right sbox does not contain left sbox and false if it does. sbox_contains_box_com_neg(SBox, SBox)"
"sbox_overlap_box","Returns true if two sbox objects overlap and false if they don't. sbox_overlap_box(SBox, SBox)"
"sbox_overlap_box_neg","Returns true if two sbox objects donot overlap eachother and false if they do. sbox_overlap_box_neg(SBox, SBox)"
"sbox_contains_point","Returns true if sbox contains spoint and false if not. sbox_contains_point(SBox, SPoint), sbox_contains_point(SPoint, SBox)"
"sbox_contains_point_neg","Returns true if sbox does not contain spoint and false if it does. sbox_contains_point_neg(SBox, SPoint), sbox_contains_point_neg(SPoint, SBox)"
"sbox_contains_point_com","Returns true if right sbox contains left spoint and false if not. sbox_contains_point_com(SPoint, SBox)"
"sbox_contains_point_com_neg","Returns true if right sbox does not contain left spoint and false if it does. sbox_contains_point_com_neg(SPoint, SBox)"
"sbox_contains_circle","Returns true if sbox contains scircle and false if not. sbox_contains_circle(SBox, SCircle), sbox_contains_circle(SCircle, SBox)"
"sbox_contains_circle_neg","Returns true if sbox does not contain scircle and false if it does. sbox_contains_circle_neg(SBox, SCircle), sbox_contains_circle_neg(SCircle, SBox)"
"sbox_contains_circle_com","Returns true if right sbox contains left scircle and false if not. sbox_contains_circle_com(SCircle, SBox)"
"sbox_contains_circle_com_neg","Returns true if right sbox does not contain left scircle and false if it does. sbox_contains_circle_com_neg(SCircle, SBox)"
"scircle_contains_box","Returns true if scircle contains sbox and false if not. scircle_contains_box(SCircle, SBox), scircle_contains_box(SBox, SCircle)"
"scircle_contains_box_neg","Returns true if scircle does not contain sbox and false if it does. scircle_contains_box_neg(SCircle, SBox), scircle_contains_box_neg(SBox, SCircle)"
"scircle_contains_box_com","Returns true if right scircle contains left sbox and false if not. scircle_contains_box_com(SBox, SCircle)"
"scircle_contains_box_com_neg","Returns true if right scircle does not contain left sbox and false if it does. scircle_contains_box_com_neg(SBox, SCircle)"
"sbox_overlap_circle","Returns true if sbox overlaps scircle and false if not. sbox_overlap_circle(SBox, SCircle), sbox_overlap_circle(SCircle, SBox)"
"sbox_overlap_circle_neg","Returns true if sbox does not overlap scircle and false if it does. sbox_overlap_circle_neg(SBox, SCircle), sbox_overlap_circle_neg(SCircle, SBox)"
"sbox_overlap_circle_com","Returns true if right sbox overlaps left scircle and false if not. sbox_overlap_circle_com(SCircle, SBox)"
"sbox_overlap_circle_com_neg","Returns true if right sbox does not overlap left scircle and false if it does. sbox_overlap_circle_com_neg(SCircle, SBox)"
"sbox_contains_line","Returns true if sbox contains sline and false if not. sbox_contains_line(SBox, SLine), sbox_contains_line(SLine, SBox)"
"sbox_contains_line_neg","Returns true if sbox does not contain sline and false if it does. sbox_contains_line_neg(SBox, SLine), sbox_contains_line_neg(SLine, SBox)"
"sbox_contains_line_com","Returns true if right sbox contains left sline and false if not. sbox_contains_line_com(SLine, SBox)"
"sbox_contains_line_com_neg","Returns true if right sbox does not contain left sline and false if it does. sbox_contains_line_com_neg(SLine, SBox)"
"sbox_overlap_line","Returns true if sbox overlaps sline and false if not. sbox_overlap_line(SBox, SLine), sbox_overlap_line(SLine, SBox)"
"sbox_overlap_line_neg","Returns true if sbox does not overlap sline and false if it does. sbox_overlap_line_neg(SBox, SLine), sbox_overlap_line_neg(SLine, SBox)"
"sbox_overlap_line_com","Returns true if right sbox overlaps left sline and false if not. sbox_overlap_line_com(SLine, SBox)"
"sbox_overlap_line_com_neg","Returns true if right sbox does not overlap left sline and false if it does. sbox_overlap_line_com_neg(SLine, SBox)"
"sbox_contains_ellipse","Returns true if sbox contains sline and false if not. sbox_contains_ellipse(SBox, SEllipse), sbox_contains_ellipse(SEllipse, SBox)"
"sbox_contains_ellipse_neg","Returns true if sbox does not contain sline and false if it does. sbox_contains_ellipse_neg(SBox, SEllipse), sbox_contains_ellipse_neg(SEllipse, SBox)"
"sbox_contains_ellipse_com","Returns true if right sbox contains left sline and false if not. sbox_contains_ellipse_com(SEllipse, SBox)"
"sbox_contains_ellipse_com_neg","Returns true if right sbox does not contain left sline and false if it does. sbox_contains_ellipse_com_neg(SEllipse, SBox)"
"sellipse_contains_box","Returns true if sbox contains sline and false if not. sellipse_contains_box(SEllipse, SBox), sellipse_contains_box(SBox, SEllipse)"
"sellipse_contains_box_neg","Returns true if sbox does not contain sline and false if it does. sellipse_contains_box_neg(SEllipse, SBox), sellipse_contains_box_neg(SBox, SEllipse)"
"sellipse_contains_box_com","Returns true if right sbox contains left sline and false if not. sellipse_contains_box_com(SBox, SEllipse)"
"sellipse_contains_box_com_neg","Returns true if right sbox does not contain left sline and false if it does. sellipse_contains_box_com_neg(SBox, SEllipse)"
"sbox_overlap_ellipse","Returns true if sbox overlaps sellipse and false if not. sbox_overlap_ellipse(SBox, SEllipse), sbox_overlap_ellipse(SEllipse, SBox)"
"sbox_overlap_ellipse_neg","Returns true if sbox does not overlap sellipse and false if it does. sbox_overlap_ellipse_neg(SBox, SEllipse), sbox_overlap_ellipse_neg(SEllipse, SBox)"
"sbox_overlap_ellipse_com","Returns true if right sbox overlaps left sellipse and false if not. sbox_overlap_ellipse_com(SEllipse, SBox)"
"sbox_overlap_ellipse_com_neg","Returns true if right sbox does not overlap left sellipse and false if it does. sbox_overlap_ellipse_com_neg(SEllipse, SBox)"
"sbox_contains_poly","Returns true if sbox contains sline and false if not. sbox_contains_poly(SBox, SPoly), sbox_contains_poly(SPoly, SBox)"
"sbox_contains_poly_neg","Returns true if sbox does not contain sline and false if it does. sbox_contains_poly_neg(SBox, SPoly), sbox_contains_poly_neg(SPoly, SBox)"
"sbox_contains_poly_com","Returns true if right sbox contains left sline and false if not. sbox_contains_poly_com(SPoly, SBox)"
"sbox_contains_poly_com_neg","Returns true if right sbox does not contain left sline and false if it does. sbox_contains_poly_com_neg(SPoly, SBox)"
"spoly_contains_box","Returns true if sbox contains sline and false if not. spoly_contains_box(SPoly, SBox), spoly_contains_box(SBox, SPoly)"
"spoly_contains_box_neg","Returns true if sbox does not contain sline and false if it does. spoly_contains_box_neg(SPoly, SBox), spoly_contains_box_neg(SBox, SPoly)"
"spoly_contains_box_com","Returns true if right sbox contains left sline and false if not. spoly_contains_box_com(SBox, SPoly)"
"spoly_contains_box_com_neg","Returns true if right sbox does not contain left sline and false if it does. spoly_contains_box_com_neg(SBox, SPoly)"
"sbox_overlap_poly","Returns true if sbox overlaps spoly and false if not. sbox_overlap_poly(SBox, SPoly), sbox_overlap_poly(SPoly, SBox)"
"sbox_overlap_poly_neg","Returns true if sbox does not overlap spoly and false if it does. sbox_overlap_poly_neg(SBox, SPoly), sbox_overlap_poly_neg(SPoly, SBox)"
"sbox_overlap_poly_com","Returns true if right sbox overlaps left spoly and false if not. sbox_overlap_poly_com(SPoly, SBox)"
"sbox_overlap_poly_com_neg","Returns true if right sbox does not overlap left spoly and false if it does. sbox_overlap_poly_com_neg(SPoly, SBox)"
"sbox_contains_path","Returns true if sbox contains sline and false if not. sbox_contains_path(SBox, SPath), sbox_contains_path(SPath, SBox)"
"sbox_contains_path_neg","Returns true if sbox does not contain sline and false if it does. sbox_contains_path_neg(SBox, SPath), sbox_contains_path_neg(SPath, SBox)"
"sbox_contains_path_com","Returns true if right sbox contains left sline and false if not. sbox_contains_path_com(SPath, SBox)"
"sbox_contains_path_com_neg","Returns true if right sbox does not contain left sline and false if it does. sbox_contains_path_com_neg(SPath, SBox)"
"sbox_overlap_path","Returns true if sbox overlaps spath and false if not. sbox_overlap_path(SBox, SPath), sbox_overlap_path(SPath, SBox)"
"sbox_overlap_path_neg","Returns true if sbox does not overlap spath and false if it does. sbox_overlap_path_neg(SBox, SPath), sbox_overlap_path_neg(SPath, SBox)"
"sbox_overlap_path_com","Returns true if right sbox overlaps left spath and false if not. sbox_overlap_path_com(SPath, SBox)"
"sbox_overlap_path_com_neg","Returns true if right sbox does not overlap left spath and false if it does. sbox_overlap_path_com_neg(SPath, SBox)"
